t,src,I,Tr
2000.1599999999817,8120519.946536856,260769.25969904428,154953.64977867762
2000.1999999999816,8228460.076207458,264981.5714342846,157813.64661048114
2000.2399999999816,8337831.946557929,269261.90784650686,160719.83604885935
2000.2799999999816,8448654.499174269,273611.3671681103,163672.96396052124
2000.3199999999815,8560946.925430275,278031.06535720645,166673.7882523209
2000.3599999999815,8674728.6697684,282522.1363836385,169723.07906556234
2000.3999999999814,8790019.433023483,287085.73251961346,172821.6189734394
2000.4399999999814,8906839.17578991,291723.02463502384,175970.20318166097
2000.4799999999814,9025208.121832782,296435.20249753224,179169.63973231288
2000.5199999999813,9145146.761543652,301223.4750774972,182420.74971100906
2000.5599999999813,9266675.85544139,306089.07085781783,185724.36745738456
2000.5999999999813,9389816.437718803,311033.2381487764,189081.34077898462
2000.6399999999812,9514589.819835577,316057.2454079597,192492.5311686044
2000.6799999999812,9641017.59415814,321162.38156534097,195958.81402513507
2000.7199999999812,9769121.63764706,326349.95635360596,199481.07887797305
2000.7599999999811,9898924.115592618,331621.30064380704,203060.22961504932
2000.799999999981,1.0030447485399127E7,336977.7667864319,206697.18471453784
2000.839999999981,1.0163714500418695E7,342420.72895797377,210392.87748030195
2000.879999999981,1.0298748213835012E7,347951.5835130922,214148.25628113913
2000.919999999981,1.043557198259786E7,353571.7493424541,217964.28479388566
2000.959999999981,1.0574209471408963E7,359282.66823634715,221841.94225044295
2000.999999999981,1.0714684656759886E7,365085.80525415833,225782.2236887893
2001.0399999999809,1.0857021831022603E7,370982.64909981226,229786.14020804095
2001.0799999999808,1.1001245606593477E7,376974.7125032654,233854.71922762797
2001.1199999999808,1.1147380920091286E7,383063.532608154,237989.00475065134
2001.1599999999808,1.1295453036610054E7,389250.67136569443,242190.05763148845
2001.1999999999807,1.1445487554027338E7,395537.71593493776,246458.95584771593
2001.2399999999807,1.1597510407368742E7,401926.27908947977,250796.7947764189
2001.2799999999806,1.175154787322935E7,408417.99963073165,255204.68747495793
2001.3199999999806,1.1907626574252836E7,415014.54280785634,259683.76496626527
2001.3599999999806,1.206577348366898E7,421717.6007444785,264235.1765287434
2001.3999999999805,1.2226015929890368E7,428528.89287227724,268860.0899908404
2001.4399999999805,1.2388381601169039E7,435450.16637157224,273559.6920303771
2001.4799999999805,1.2552898550313817E7,442483.1966190166,278335.18847870326
2001.5199999999804,1.2719595199469185E7,449629.7876425106,283187.80462976
2001.5599999999804,1.2888500344956424E7,456891.7725834531,288118.78555412794
2001.5999999999804,1.3059643162177878E7,464271.01416644844,293129.3964181419
2001.6399999999803,1.3233053210585125E7,471769.4051765897,298220.9228081527
2001.6799999999803,1.3408760438711915E7,479388.8689444397,303394.67106002016
2001.7199999999802,1.3586795189272674E7,487131.35983883496,308651.96859392157
2001.7599999999802,1.3767188204327455E7,494998.8637676375,313994.1642545603
2001.7999999999802,1.3949970630514182E7,502993.3986865637,319422.6286568631
2001.8399999999801,1.4135174024349062E7,511117.0151162195,324938.7545372535
2001.87999999998,1.432283035759603E7,519371.7966674754,330543.95711059193
2001.91999999998,1.4512972022706155E7,527759.8605753146,336239.6744328733
2001.95999999998,1.470563183832787E7,536283.3582412917,342027.36776977556
2001.99999999998,1.4900843054888973E7,544944.4757847404,347908.52197115304
2002.03999999998,1.5098639360251313E7,553745.4346028713,353884.6458515709
2002.07999999998,1.5299054885439105E7,562688.4919399035,359957.2725769777
2002.1199999999799,1.5502124210441818E7,571775.9414653749,366127.9600576154
2002.1599999999798,1.5707882370092614E7,581010.1138617804,372398.29134726716
2002.1999999999798,1.5916364860023294E7,590393.3774216869,378769.8750489452
2002.2399999999798,1.6127607642696766E7,599928.1386544794,385244.34572712256
2002.2799999999797,1.6341647153518014E7,609616.8429028922,391823.36432661465
2002.3199999999797,1.6558520307024581E7,619461.9749694839,398508.61859821697
2002.3599999999797,1.6778264503157623E7,629466.0597532162,405301.82353120897
2002.3999999999796,1.7000917633614525E7,639631.662896299,412204.72179283394
2002.4399999999796,1.722651808828419E7,649961.3914414684,419219.0841748679
2002.4799999999796,1.745510476176602E7,660457.8944998643,426346.7100473918
2002.5199999999795,1.7686717059973683E7,671123.8639296801,433589.4278198828
2002.5599999999795,1.7921394906824786E7,681962.0350257569,440949.095409743
2002.5999999999794,1.8159178751017522E7,692975.1872202996,448427.60071838566
2002.6399999999794,1.8400109572895437E7,704166.1447948935,456026.86211500026
2002.6799999999794,1.864422889140147E7,715537.7776040034,463748.82892812084
2002.7199999999793,1.8891578771122362E7,727093.0018101427,471595.48194512294
2002.7599999999793,1.9142201829424668E7,738834.780630896,479568.8339197773
2002.7999999999793,1.9396141243683502E7,750766.1250979918,487670.93008799024
2002.8399999999792,1.9653440758605234E7,762890.0948286148,495903.8486918625
2002.8799999999792,1.991414469364535E7,775209.7988091588,504269.70151220076
2002.9199999999792,2.017829795052269E7,787728.3961916179,512770.6344096184
2002.9599999999791,2.0445946020831328E7,800449.0971028219,521408.8278743635
2002.999999999979,2.0717134993751314E7,813375.163466722,530186.4975850156
2003.039999999979,2.0991911563859608E7,826509.9098399369,539105.894976193
2003.079999999979,2.127032303904244E7,839856.704260774,548169.3078154171
